City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Ciudad Bolivar,8.12,-63.55,83.12,63,0,13.94,VE
Sijunjung,-0.69,100.95,75.94,89,100,0.89,ID
Chumikan,54.72,135.31,58.53,66,3,2.62,RU
Saint Anthony,45.02,-93.22,82.0,61,75,6.93,US
Sabaudia,41.3,13.03,71.01,88,0,5.17,IT
Vestmannaeyjar,63.44,-20.27,51.04,92,100,7.11,IS
Kidal,18.44,1.41,88.18,13,48,7.52,ML
Bell Ville,-32.63,-62.69,48.0,91,100,3.22,AR
Vardø,70.37,31.11,40.6,80,100,19.53,NO
Kudahuvadhoo,2.67,72.89,83.62,74,48,6.73,MV
Cody,44.53,-109.06,55.99,87,90,8.05,US
Morón,-34.65,-58.62,53.6,81,90,10.29,AR
Belyy Yar,53.6,91.39,55.4,93,100,4.47,RU
Krasne,49.91,24.61,60.8,93,75,11.18,UA
Cairns,-16.92,145.77,73.4,73,75,11.41,AU
Kuril'sk,45.23,147.88,56.46,60,100,1.01,RU
Padang,-0.95,100.35,81.27,74,100,2.57,ID
Vila Velha,-20.33,-40.29,66.99,100,90,3.36,BR
Santa Isabel,-23.32,-46.22,60.8,93,100,6.93,BR
Dicamay,16.76,122.0,86.32,67,28,1.72,PH
Curup,-3.47,102.53,71.65,87,63,4.63,ID
Emerald,-23.53,148.17,66.2,63,90,5.82,AU
Jiazi,22.88,116.07,85.44,76,100,7.18,CN
San Policarpo,12.18,125.51,79.57,81,66,3.2,PH
Burnie,-41.07,145.92,55.0,83,100,4.0,AU
Camajuaní,22.48,-79.75,84.2,74,40,8.05,CU
Baiyin,36.56,104.21,68.0,42,4,4.47,CN
Djibouti,11.5,42.5,96.8,39,1,0.65,DJ
Vostok,46.49,135.88,66.72,70,83,4.05,RU
Zhicheng,30.3,111.5,82.0,75,0,0.65,CN
Mount Gambier,-37.83,140.77,48.2,76,40,19.46,AU
Touros,-5.2,-35.46,77.0,83,99,5.82,BR
Verkhniy Ufaley,56.06,60.23,43.75,83,82,2.28,RU
Marsh Harbour,26.54,-77.06,83.64,72,0,6.93,BS
Pedernales,18.04,-71.74,86.0,66,75,11.41,DO
Flinders,-34.58,150.86,60.01,79,0,10.0,AU
Safi,32.3,-9.24,68.97,91,0,10.78,MA
Kroya,-7.63,109.25,78.78,77,0,6.62,ID
Sobolevo,54.43,31.9,58.78,97,30,9.57,RU
Maluso,6.54,121.88,80.6,83,75,4.7,PH
Puerto Peñasco,31.32,-113.53,82.0,67,0,11.99,MX
Mabaruma,8.2,-59.78,73.92,97,64,3.31,GY
Kirando,-7.42,30.6,73.44,57,0,6.53,TZ
Amga,60.9,131.96,82.27,34,0,8.3,RU
Mildura,-34.2,142.15,51.01,66,0,9.17,AU
Bichena,10.45,38.2,55.44,90,94,2.53,ET
Mae Hong Son,19.3,97.97,80.6,78,75,4.7,TH
Fort Frances,48.6,-93.4,77.0,73,75,9.17,CA
Marigot,18.07,-63.08,82.4,78,20,10.29,MF
Taoudenni,22.68,-3.98,99.23,9,0,8.93,ML
Bajil,15.06,43.29,87.89,58,2,3.4,YE
Angoche,-16.23,39.91,73.18,85,6,10.07,MZ
Ventspils,57.39,21.56,62.6,93,90,5.7,LV
Severo-Yeniseyskiy,60.37,93.04,56.62,76,0,3.4,RU
Kotlyarevskaya,43.57,44.06,68.0,42,0,4.47,RU
Lumeje,-11.55,20.78,55.4,43,0,5.97,AO
Catuday,16.29,119.81,82.54,75,0,11.7,PH
Nizhnyaya Poyma,56.16,97.19,61.79,64,76,4.47,RU
Muzhi,65.37,64.67,47.26,74,100,17.72,RU
Columbus,39.96,-83.0,84.2,48,75,3.36,US
Rybachiy,48.71,44.74,60.8,93,3,6.71,RU
Boa Vista,2.82,-60.67,80.6,74,40,4.7,BR
Ust-Nera,64.57,143.2,65.08,28,0,8.28,RU
Pekalongan,-6.89,109.68,64.99,61,0,3.04,ID
Katsuura,35.13,140.3,80.01,88,75,10.29,JP
Serenje,-13.23,30.24,57.72,68,63,9.48,ZM
Sheffield,53.38,-1.47,55.99,93,100,8.01,GB
Yar-Sale,66.83,70.83,47.14,89,100,7.85,RU
Kaputa,-8.47,29.66,65.86,59,32,2.04,ZM
Pangkalanbuun,-2.68,111.62,81.54,74,11,4.7,ID
Maragogi,-9.01,-35.22,74.7,84,1,6.17,BR
Iranshahr,27.2,60.68,93.2,24,64,2.82,IR
Lusambo,-4.97,23.45,73.31,46,18,1.72,CD
Chancay,-11.57,-77.27,62.6,77,90,14.99,PE
Ribnitz-Damgarten,54.25,12.47,59.0,77,75,5.82,DE
Mount Isa,-20.73,139.5,73.4,38,0,5.82,AU
Koumac,-20.57,164.28,72.07,57,0,17.36,NC
Havelock,34.88,-76.9,82.99,89,5,3.11,US
Ust-Maya,60.42,134.53,81.01,33,9,11.41,RU
Peniche,39.36,-9.38,63.0,87,0,3.0,PT
Clyde River,70.47,-68.59,41.0,86,20,18.34,CA
Laureles,26.11,-97.49,87.8,70,20,26.4,US
Palafrugell,41.92,3.16,71.01,51,7,3.69,ES
Turbiv,49.35,28.72,63.93,90,86,4.09,UA
Bonoua,5.27,-3.6,77.0,100,40,2.24,CI
Kangaatsiaq,68.31,-53.46,40.26,87,0,8.52,GL
Pechory,57.82,27.61,66.2,82,100,4.47,RU
Nicoya,10.15,-85.45,82.4,83,75,8.05,CR
Lagoa,39.05,-27.98,66.81,96,0,10.6,PT
Río Gallegos,-51.62,-69.22,15.8,92,0,4.03,AR
Coração de Jesus,-16.69,-44.37,63.46,73,37,10.13,BR
Hobyo,5.35,48.53,78.37,79,76,21.88,SO
Vieste,41.88,16.18,81.0,53,5,2.24,IT
Baruun-Urt,46.68,113.28,69.55,60,0,10.92,MN
Honningsvåg,70.98,25.97,41.05,77,96,21.18,NO
Sola,-13.88,167.55,75.2,94,90,11.41,VU
Tura,25.52,90.22,76.69,93,9,5.17,IN
Kutum,14.2,24.67,75.56,47,0,4.47,SD
Havre-St-Pierre,50.23,-63.6,62.6,82,1,4.7,CA
Te Karaka,-38.47,177.87,48.02,90,100,5.53,NZ
Dakar,14.69,-17.44,80.6,78,40,6.93,SN
Cayenne,4.93,-52.33,75.2,100,20,8.57,GF
Road Town,18.42,-64.62,84.2,70,40,9.17,VG
Novoagansk,61.94,76.66,53.13,91,96,11.59,RU
Duncan,34.5,-97.96,89.6,59,1,20.8,US
Boende,-0.22,20.87,71.24,97,100,2.17,CD
